sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_P,135.0,43.1744,35.0,20.0,5104.63470200743,0.3874468893564851,23.123818242397373,13550.145901679885
OAT_P,135.0,54.6799,35.0,20.0,5138.076531003347,0.39895177462983894,23.289023380565784,13598.104241784527
OAT_P,135.0,44.6116,35.0,20.0,5108.81206036934,0.38888401256841537,23.14445470535645,13556.136577999774
OAT_P,135.0,45.7435,35.0,20.0,5112.102035271818,0.3900158520922004,23.160707427610397,13560.854673272857
OAT_P,135.0,52.1788,35.0,20.0,5130.806846200279,0.39645080826095574,23.25311059354453,13587.678914381486
OAT_P,135.0,52.4391,35.0,20.0,5131.563432883835,0.3967110943534032,23.256848188387455,13588.76392206731
OAT_P,135.0,42.5341,35.0,20.0,5102.773609216497,0.38680662356703416,23.114624304718063,13547.476941168052
OAT_P,135.0,54.4018,35.0,20.0,5137.268206928445,0.3986736894884266,23.28503019913737,13596.94503841369
OAT_P,135.0,48.0905,35.0,20.0,5118.923813782392,0.3923627266944829,23.19440752402352,13570.637666121978
OAT_P,135.0,52.6967,35.0,20.0,5132.312171760835,0.3969686805901088,23.26054701447864,13589.837675351475
OAT_P,135.0,55.3221,35.0,20.0,5139.943146324816,0.39959394031777495,23.298244599959272,13600.7811220605
OAT_P,135.0,46.3689,35.0,20.0,5113.919819796963,0.3906412186777426,23.169687419215325,13563.461526160729
OAT_P,135.0,51.6536,35.0,20.0,5129.28030249608,0.39592563632183403,23.245569353392774,13585.489724844047
OAT_P,135.0,54.6192,35.0,20.0,5137.900100685667,0.3988910778729755,23.288151801591656,13597.851226162056
